"rid","us_wetland_coverage"
701292203,0.0213057467965914
701292205,0.0208001687366235
701292208,0.0210444044326426
701292210,0.00194616505337793
701292216,0
701292218,0
701292219,0.0109799147522283
701292228,0.00486476177601744
701292232,0.0211714499612961
701292236,0.00486476177601744
701292237,0.0363328431685293
701292239,0.0170169387962385
701292240,0.00469717288333295
701292246,0
701292248,0.00455666252638171
701292252,0.0202762678137115
701292254,0.00163992241501104
701292259,0.00455666252638171
701292260,0.0209982333785942
701292262,0.00469717288333295
701292274,0.0210444044326426
701292276,0.00486476177601744
701292280,0.0170169387962385
701292285,0
701292289,0.0202234285303682
701292292,0.0222460728455791
701292298,0
701292301,0.00455666252638171
701292305,0.016942920082243
701292306,0.014053484781923
701292311,0.014053484781923
701292314,0.0153866211594474
701292320,0.0064544455405883
701292325,0
701292327,0.0206584770258755
701292328,0.0573541091416005
701292329,0.014053484781923
701292331,0.00194616505337793
701292337,0.15222260979205
701292343,0
701292347,0.0205235062802914
701292349,0
701292353,0
701292357,0
701292360,0.00268304884446478
701292361,0.0201744902378681
701292364,0.0189725739223509
701292369,0
701292370,0.0189725739223509
701292371,0.0189725739223509
701292372,0.0189725739223509
701292377,0
701292379,0
701292382,0.0195937001975537
701292385,0.0196243100153991
701292389,0.00469717288333295
701292390,0.0573541091416005
701292395,0.0371682227024669
701292396,0.00163992241501104
701292397,0.00862461824112323
701292398,0.00467550694478421
701292399,0.0305428646552518
701292401,0.0213397258660973
701292417,0
701292431,0.15222260979205
701292432,0.0123171942679204
701292433,0
701292438,0.00932834899599186
701292439,0.109950496247436
701292441,0
701292444,0
701292446,0.0167750503426693
701292449,0.167487775986596
701292452,0.0165573522964159
701292453,0.0159648651610963
701292454,0.0129637724156762
701292457,0.167487775986596
701292460,0.15222260979205
701292462,0.15222260979205
701292466,0.15222260979205
701292467,0
701292469,0.00541453960723318
701292478,0.0305428646552518
701292482,0
701292502,0.0123171942679204
701292504,0.132937906882348
701292513,0.0213397258660973
701292514,0
701292518,0.0513871148740025
701292521,0
701292523,0
701292535,0.0513871148740025
701292537,0.0213397258660973
701292540,0.132937906882348
701292552,0.0129637724156762
701292560,0.0129637724156762
701292561,0
701292565,0.0222460728455791
701292572,0
701292574,0.00862461824112323
701292579,0.0266514341121106
701292581,0
701292583,0
701292586,0.0222460728455791
701292587,0
701292593,0.0222460728455791
701292595,0.0189725739223509
701292600,0
701292612,0.0189725739223509
701292614,0
701292621,0.00861677601313143
701292622,0.00862461824112323
701292624,0.147375603422042
701292626,0
701292630,0.0305428646552518
701292637,0.0222460728455791
701292644,0
701292645,0.00698459912929367
701292648,0
701292649,0
701292652,0
701292657,0.221391495875715
701292660,0
701292664,0.0175087605280207
701292666,0
701292668,0.0410132503664015
701292671,0
701292676,0
701292681,0
701292683,0
701292684,0.00679634240244098
701292685,0
701292686,0
701292688,0.00366641670249449
701292696,0.0189725739223509
701292699,0.0189725739223509
701292703,0.0410132503664015
701292706,0
701292715,0.0168154516791899
701292720,0
701292722,0
701292726,0.0410132503664015
701292728,0
701292730,0.0222460728455791
701292732,0.01672533788214
701292733,0.0202503382271107
701292742,0
701292744,0
701292746,0
701292753,0
701292756,0.0222460728455791
701292764,0
701292774,0
701292776,0.221391495875715
701292781,0.00739921486119894
701292783,0
701292785,0
701292788,0.0305428646552518
701292790,0.221391495875715
701292792,0
701292793,0.0132922543398544
701292800,0.0624559886227103
701292805,0.0327953607434936
701292807,0
701292814,0
701292816,0.0848102146815652
701292818,0
701292821,0.0624559886227103
701292822,0
701292828,0.0624559886227103
701292841,0.0410132503664015
701292844,0.0143274644229609
701292846,0.00699251451164423
701292857,0.0068215827370917
701292858,0
701292860,0.0109799147522283
701292862,0.0066087988940463
701292865,0.0624559886227103
701292869,0.0624559886227103
701292872,0.0187365797689569
701292879,0
701292883,0
701292887,0.0775684712813542
701292892,0.0299118283894865
701292894,0.0775684712813542
701292901,0.00397812363211353
701292903,0.0266514341121106
701292904,0.0143274644229609
701292907,0.0178436727344236
701292916,0.0775684712813542
701292917,0.109266619988264
701292918,0
701292920,0.0152849846964711
701292923,0.0164592324262142
701292924,0.0155404618649876
701292926,0.0203498164609303
701292927,0.0172331077772384
701292930,0.00397812363211353
701292932,0.0178436727344236
701292935,0.0446338716426178
701292941,0
701292948,0.0410132503664015
701292949,0.0123732052665182
701292951,0.00932834899599186
701292953,0
701292960,0.0143274644229609
701292962,0.0143274644229609
701292969,0
701292972,0.00932209203655529
701292976,0.00679959176659263
701292977,0.0299118283894865
701292980,0.0446338716426178
701292983,0.0222460728455791
701292986,0.020297449279981
701292988,0.0143274644229609
701292989,0.0177872994904683
701292991,0.00932209203655529
701293012,0.109266619988264
701293015,0.0196631484341023
701293017,0.0194385330901874
701293020,0.0187365797689569
701293022,0
701293027,0
701293029,0
701293034,0
701293036,0
701293038,0.0105432317334136
701293041,0.0628778938952217
701293048,0.0148788085024576
701293055,0.0187365797689569
701293058,0.0163757685488947
701293066,0.0200631383322438
701293067,0.0179841452104416
701293072,0.0156944483063713
701293073,0
701293074,0.0154863644277119
701293076,0.0161010686445325
701293079,0
701293082,0.0390842773146367
701293088,0
701293089,0.29273573767445
701293091,0.0200631383322438
701293093,0
701293097,0.0101862218568839
701293099,0.0200631383322438
701293100,0
701293102,0.0185581050957028
701293103,0
701293106,0
701293108,0
701293116,0.29273573767445
701293122,0.0218348640717036
701293125,0.0145299926016349
701293127,0
701293129,0.00749209817118693
701293131,0.0161767740581878
701293134,0.0446338716426178
701293137,0.0212144857278281
701293138,0.061188067984484
701293140,0.0187623357341492
701293142,0.0628778938952217
701293145,0.0123171942679204
701293149,0.0489697390219288
701293153,0.0194780649249261
701293154,0.0184376393212038
701293157,0.0184691442507885
701293159,0.061188067984484
701293163,0.0212144857278281
701293164,0.0184691442507885
701293166,0
701293168,0.00397812363211353
701293169,0.0184691442507885
701293170,0.0193689242733284
701293172,0.0194780649249261
701293173,0.0187365797689569
701293177,0.29273573767445
701293179,0.0192449024129523
701293191,0.0192145761697877
701293197,0.0193689242733284
701293205,0.0619088365889752
701293207,0
701293208,0.0218348640717036
701293210,0.0161010686445325
701293215,0.0436632184574822
701293217,0.0188673844875561
701293219,0.0308697084267655
701293221,0.0178436727344236
701293223,0
701293226,0.0217890713621779
701293229,0.0187365797689569
701293230,0.0187365797689569
701293232,0.0173245071599613
701293241,0
701293245,0.0212144857278281
701293248,0.0161010686445325
701293250,0.0446338716426178
701293253,0.0194103075424742
701293255,0.109266619988264
701293259,0.0212364146715969
701293262,0.0055707929875798
701293264,0.0196631484341023
701293266,0.0218348640717036
701293270,0.0212364146715969
701293272,0.0055707929875798
701293283,0.0220404746054185
701293286,0.00719872803612094
701293287,0.0436632184574822
701293289,0.0218348640717036
701293291,0
701293293,0.0848102146815652
701293295,0
701293298,0.0161010686445325
701293302,0
701293304,0.0454561218103619
701293305,0
701293306,0
701293307,0.0215660280210925
701293310,0.0212144857278281
701293323,0.0436632184574822
701293326,0.0215660280210925
701293328,0.0218348640717036
701293332,0.0394612219388952
701293336,0
701293343,0.049617027315807
701293358,0
701293360,0
701293369,0
701293371,0
701293373,0.0218520748476197
701293375,0.00722534496831117
701293377,0
701293394,0.0144168069125154
701293395,0.0497313763202195
701293398,0.0161010686445325
701293415,0.0433057396639096
701293427,0
701293429,0.0161010686445325
701293431,0.0433057396639096
701293435,0.0220404746054185
701293437,0.00160363480897937
701293449,0.050443798613457
701293452,0.0102837894913871
701293466,0.0157643675717726
701293476,0
701293483,0.0155850044426123
701293492,0.0143380380038612
701293494,0
701293495,0
701293498,0.0185904999012774
701293500,0.00364378843603192
701293505,0.0172487316139407
701293514,0.0102837894913871
701293518,0.0157643675717726
701293523,0.0556673996651313
701293524,0.0367082445253408
701293525,0
701293529,0
701293531,0.0196631484341023
701293532,0.076342497517438
701293537,0.268685907861856
701293540,0.268685907861856
701293542,0.0140866044732504
701293547,0.0157643675717726
701293552,0.0155850044426123
701293558,23.4921134536883
701293562,0.0367082445253408
701293564,0.0155850044426123
701293566,0.0196631484341023
701293572,0.268685907861856
701293574,0.0390842773146367
701293578,0
701293585,0
701293587,0
701293595,0.0218255961192933
701293605,0.049617027315807
701293606,0.0430492245145125
701293614,0.0390842773146367
701293617,0.0446338716426178
701293619,0.132937906882348
701293624,0.076342497517438
701293635,0
701293637,0.0111486596118965
701293639,0.0101693999478835
701293640,0.0111486596118965
701293641,0.0111486596118965
701293647,0.268685907861856
701293651,0
