"rid","us_Tave07_climate"
701761603,15.1535518698876
701761627,15.155576677975
701761643,15.1522980200241
701761649,15.1555064191141
701761654,15.1511797916061
701761824,15.1490391800947
701761879,15.1508330811939
701761910,15.1502800273016
701761916,15.1493688189699
701761921,15.1501430815474
701762186,15.1487849491862
701762254,15.1487291524218
701762313,15.1478465769551
701762323,15.1478449652633
701762380,15.1476034752783
701762575,15.1459713940235
701762593,15.144406942945
701762609,15.1441943959348
701762674,15.1446302430127
701762676,15.1445680105064
701762695,15.1459681735937
701762732,15.1446279701528
701762789,15.14331421911
701762893,15.1429188139859
701763409,15.1421940285138
701763517,15.1406939475265
701763608,15.1406821866703
701763850,15.1406531249189
701763889,15.140239017608
701764031,15.1396300857279
701764571,15.1363647960108
701764650,15.1363445043633
701764876,15.1363408480541
701765213,15.1361927145814
701765249,15.1357430012113
701765314,15.1354823072806
701765466,15.1349592264893
701765569,15.1349415085424
701765590,15.1349278874116
701765677,15.1325820360618
701765714,15.1325803658576
701765761,15.1324867933832
701765797,15.1317036617708
701765801,15.1317036617708
701765910,15.1316977654676
701765978,15.1308064121061
701766021,15.1308004469853
701766041,15.1307990659212
701766252,15.1304460953328
701766432,15.129533128271
701766524,15.1293241912518
701766626,15.1292741694063
701766718,15.1270003336396
701766857,15.1269891514839
701766897,15.1268701734979
701767050,15.1268567907872
701767173,15.1266564686261
701767221,15.1263170615603
701767717,15.1252825047692
701767747,15.1250619130957
701767788,15.1244222368821
701767853,15.1243189929717
701767869,15.1243189929717
701767972,15.1240743840399
701768024,15.1237322741797
701768128,15.123179292524
701768237,15.1230774423866
701768350,15.1186738351874
701768359,15.1183588321492
701768404,15.1177371755464
701768453,15.1167194308934
701768672,15.1154840421511
701768680,15.1164491986649
701768767,15.1163765117656
701769108,15.1163621823651
701769201,15.1162936332795
701769292,15.1162098100828
701769298,15.1146883051082
701769300,15.1146883051082
701769378,15.1144354238415
701769398,15.1131222763038
701769561,15.1131222763038
701769813,15.1129934272309
701769820,15.1129513061629
701769957,15.1129071047908
701770088,15.1129066258488
701770259,15.1125333936554
701770316,15.112233438734
701770594,15.1213063371658
701770690,15.1211425553532
701770731,15.1210920191251
701770735,15.1207689679769
701770787,15.1187486380259
701770795,15.1187210794586
701770820,15.1188068665794
701770869,15.1188174822381
701770886,15.1174169927503
701770911,15.1199525099881
701770935,15.1171742902616
701770944,15.1199651398919
701770945,15.1206851346812
701771082,15.1163891515063
701771190,15.2555609811196
701771228,15.2548445269438
701771258,14.6093813086487
701771348,15.2551485829285
701771356,15.1158552171787
701771373,15.2520527774787
701771411,15.2556042637056
701771504,15.2533143856285
701771513,15.1150919870706
701771573,15.2524449193274
701771576,15.2693518187927
701771696,15.2692501383768
701771730,15.2599051365612
701771763,15.2610580913941
701771767,15.2596593312002
701771828,15.2585962807938
701771853,15.2589871591758
701771861,15.2592724295694
701771877,15.2559769918214
701771883,15.2595443968944
701771903,15.255988328525
701771932,15.2558571585474
701771942,15.2611930230073
701771973,15.2592828142837
701771990,15.2594806476641
701772012,15.2645507314783
701772018,15.2659739070219
701772026,15.2660643443037
701772033,15.2640417917612
701772066,15.2630094737712
701772070,15.2660643443037
701772113,15.2660726354802
701772143,15.2633389064745
701772154,15.2677716734217
701772185,15.2678795431022
701772190,15.2687411563303
701772202,15.2661066539537
701772205,15.2676481631868
701772231,15.2633495960636
701772254,15.2633660677323
701772279,15.267105573335
701772285,15.2673635900466
701772289,15.2661128233111
701772329,15.2671439863344
701772344,15.2671439863344
701772370,15.2664057113222
701772381,15.2671283502623
701309684,14.5592393946778
701309686,14.5751877728651
701309702,14.5410660534576
701309706,14.7428901296679
701309707,14.7521787277201
701309708,14.5751877728651
701309766,14.7197497836713
701309771,14.6226967026541
701309782,14.694024588733
701309785,14.6483236114612
701309788,14.6507780040528
701309796,14.6879985748464
701309809,14.6836608519033
701309841,14.6759181580145
701309852,14.7037100867921
701309900,14.658512393525
701309923,14.7127745232935
701309936,14.7127745232935
701309996,14.8221440628526
701310028,14.8033344585257
701305667,15.0187708163884
701305685,15.7313687707289
701305705,15.295546039968
701305710,15.7313687707289
701305769,14.4587282131623
701305928,14.4587282131623
701305963,14.4594618947873
701306031,14.4620123747416
701306069,14.4630867705527
701306108,14.4646843525478
701306151,14.4647773683764
701306159,14.4648545016417
701306176,14.4648545016417
701306220,14.4649816715021
701306239,14.4650727714318
701306279,14.4653588982331
701289848,14.3029640724459
701289855,14.3029640724459
701289861,14.3029640724459
701289869,14.3245169137208
701289878,14.4089885376264
701289904,14.4089885376264
701289943,14.4089885376264
701290007,14.4544771825744
701290028,14.4544771825744
701290046,14.4627453737372
701290062,14.4681821712982
701290103,14.4728827722082
701290109,14.484285701387
701290124,14.4848220716932
701290166,14.4854704969861
701290200,14.485610153911
701290221,14.4869663716707
701290235,14.5958157314279
701290250,14.5958157314279
701290291,14.6028853670213
701290340,14.6204350065755
701290620,14.6298371358673
701290635,14.6370782184077
701290711,14.6435759976958
701290767,14.6435759976958
701290821,14.6602999225762
701290888,14.6602999225762
701291196,14.6602999225762
701291388,14.673381523817
701291450,14.673381523817
701291553,14.7385129614844
701291631,14.686353883034
701291874,14.6996129868694
701291980,14.7215100937252
701292074,14.7215100937252
701292086,14.7293830301778
701292252,14.7293830301778
701292289,14.734045435108
701292733,14.7341205914603
701292926,14.7529994352519
701292986,14.7605794485558
701293015,14.7270279553109
701293264,14.7270279553109
701293531,14.7270279553109
701293566,14.7270279553109
701293659,14.7318073588171
701293857,14.7385927317926
701294013,14.7385927317926
701294127,14.7397645636524
701294398,14.765171119674
701295036,14.7804586361006
701295272,14.8015994310148
701295283,14.8015994310148
701295626,14.8127872488727
701295699,14.8174149699511
701295727,14.8174149699511
701295761,14.6174411083058
701295837,14.6174411083058
701295896,14.6174411083058
701295934,14.6174411083058
701296585,14.6174411083058
701296673,14.6323858313036
701297164,14.5511061500111
701297386,14.5552025450969
701297699,14.5835172596112
701297762,14.5835172596112
701297875,14.5835172596112
701298382,14.5835172596112
701298502,14.5835172596112
701298690,14.414665609567
701298713,14.414665609567
701298714,14.414665609567
701298729,14.6092923538489
701298737,14.6092923538489
701298743,14.414665609567
701298779,14.414665609567
701298818,14.414665609567
701299005,14.414665609567
701299035,14.414665609567
701299093,14.414665609567
701299109,14.414665609567
701299131,14.414665609567
701299223,14.414665609567
701299251,14.414665609567
701299431,14.414665609567
701299681,14.414665609567
701299758,14.414665609567
701299786,14.414665609567
701299795,14.414665609567
701299799,14.414665609567
701299836,14.414665609567
701299889,14.414665609567
701299975,14.414665609567
701300102,14.414665609567
701300177,14.414665609567
701300231,14.414665609567
701300252,14.414665609567
701300275,14.4149899385162
701300329,14.4217294621501
701300353,14.4217294621501
701300381,14.4217294621501
701300400,14.4217294621501
701300411,14.4217294621501
701300417,14.4217294621501
701300457,14.4217294621501
701300475,14.4217294621501
701300494,14.4217294621501
701300508,14.4217294621501
701300544,14.4217294621501
701300584,14.4217294621501
701300693,14.4217294621501
701300753,14.4217294621501
701300785,14.4217294621501
701300906,14.4217294621501
701300967,14.4217294621501
701300975,14.4262099232419
701300989,14.4262099232419
701301004,14.4262099232419
701301035,14.4365822730282
701301051,14.4365822730282
701301206,14.4365822730282
701301207,14.4365822730282
701301242,14.4365822730282
701301294,14.4365822730282
701301333,14.4365822730282
701301355,14.44190439316
701301370,14.44190439316
701301717,14.44190439316
701301879,14.4591031267439
701301884,14.4441180762663
701301885,14.4441180762663
701301919,14.4591031267439
701301991,14.4591031267439
701302276,14.4591031267439
701302532,14.461293043819
701302570,14.461565763134
701302580,14.4622294333113
701302648,14.4352946922362
701302695,14.4352946922362
701302817,14.4352946922362
701302835,14.4373612322322
701302893,14.4373839535521
701302965,14.4376694659597
701302997,14.4399117137011
701302998,14.439870432462
701303039,14.4406405762647
701303054,14.4407479227541
701303061,14.4424456140102
701303105,14.4427371504473
701303174,14.4427855874135
701303274,14.4427875283822
701303348,14.4433483130358
701303369,14.4437998161304
701303391,14.4438726505599
701303413,14.4472211860044
701303424,14.4491073805511
701303485,14.4493822896892
701303597,14.4493920728222
701303631,14.4511921475751
701303796,14.4514315241138
701303874,14.4515860379548
701304348,14.4541682041298
701304505,14.4555463425184
701304637,14.4580743416913
701304792,14.4617173578535
701304868,14.4632585227046
701304957,14.4677289987132
701305143,14.4384281686334
701305206,14.4467834781995
701305409,14.4467834781995
701305563,14.447406924412
701305606,14.4490363840999
701305677,14.4548671682876
701309906,14.6112720199606
701309908,14.6163115076451
701309911,14.5845538810334
701309928,14.5717882285725
701310035,14.5717882285725
701310042,14.5717882285725
701310044,14.5460572271674
701310046,14.5373537383545
701310048,14.5275274520546
701310050,14.4965150121797
701310075,14.4910659334409
701310140,14.4910659334409
701310162,14.1
701310175,14.1441777417428
701310189,14.4485240226975
701310203,14.4485240226975
701310210,14.4443869329756
701310212,14.4257130271619
701310217,14.4144090304282
701310231,14.4142036134117
701310241,14.4142036134117
701310257,14.6630715807596
701310290,14.6630715807596
701310312,14.2188388950635
701310414,14.6405149353455
701310421,14.615847550491
701310433,14.6132752230014
701310440,14.3736790566074
701310445,14.5904902657003
701310453,14.5904902657003
701310461,14.3736790566074
701310470,14.3736790566074
701310474,14.5904902657003
701310480,14.3736790566074
701310486,14.4727577949724
701310489,14.5904902657003
701310491,14.5832255714727
701310492,14.5773523157568
701304729,13.9461780427197
701304739,14.9
701304742,13.9244117852393
701304749,13.9571208348718
701304858,14.0002535050932
701304955,14.04403162672
701310519,14.4
701310527,14.8050329930944
701310531,14.4
701310533,14.8050329930944
701310314,14.7175060277361
701310177,14.4
701304496,13.1320030589368
701304555,13.150244850288
701304737,13.9159971987349
701304810,13.8949353675835
701304818,13.889224924389
701304833,13.2836240064456
701304876,13.8345770092187
701304878,13.8742807941373
701304931,13.8324476071604
701304984,13.8234238108953
701304995,13.81594616679
701305033,13.8127268068432
701305034,13.3668290188092
701308280,15.1862805080257
701308301,15.1862805080257
701308562,15.1862805080257
701308597,15.1862805080257
701308626,15.2094831970716
701308680,15.304939076119
701308690,15.304939076119
701308734,15.304939076119
701308779,15.304939076119
701308878,15.304939076119
701309164,15.304939076119
701309433,15.2668502491761
701309531,15.3076507380987
701309604,15.3324128597849
701309619,14.2918247044905
701309668,14.3144132901708
701309694,14.3432035334663
701305079,13.9124536859772
701305243,13.904839943136
701305253,13.904839943136
701305255,13.9000560609745
701305257,13.8933628647704
701305493,13.8930489481115
701305503,13.8888425961031
701305701,13.8840713128761
701305736,13.8606015206673
701305784,13.8477180188234
701305805,13.8191921128714
701305959,13.8191921128714
701306059,13.8191921128714
701306076,13.8191921128714
701306334,13.7997197419479
701306371,13.7844685210048
701306373,13.7956976960702
701306375,13.8200066019755
701306844,13.739447870486
701306858,13.739447870486
701306888,13.739447870486
701305815,13.8354292363363
701305874,13.8120395008612
701305951,14.4587195600945
701306087,14.4587195600945
701306119,14.4
701310593,15.1922046920327
701310594,15.1922046920327
701310606,15.075377969543
701310611,14.9481936443384
701310613,15.1481226478988
701310622,15.075377969543
701310627,14.6988847994328
701310631,14.7233984288672
701310641,14.9481936443384
701310691,15.1922046920327
701310694,15.3063744167423
701310710,15.3063744167423
701310734,15.3063744167423
701310744,15.3063744167423
701310822,15.3063744167423
701310836,15.5827851525381
701310820,16.7997476454045
701310543,14.6
701310561,14.6588818373941
701310568,14.6588818373941
701310570,14.6
701310579,14.6
701310598,14.6
701310602,14.6
701310604,14.6
701308140,13.7810479341715
701308166,13.8187238928471
701308333,13.8139663712611
701308383,13.8
701308394,13.8331860965806
701309441,13.9534705442586
701309488,14.061413340279
701309602,14.0749784366191
701302326,13.7072427669648
701302328,13.7780054353379
701302341,13.7021355232996
701302629,13.7916282368823
701302674,13.7930845599812
701302700,13.79907664414
701302745,13.8393130631079
701302760,13.7559816406008
701302778,13.8352714720747
701302823,13.847036311221
701302825,13.8422989471423
701302826,13.8352714720747
701302828,13.8352714720747
701302953,13.8573144529862
701303085,13.8680267368298
701303116,13.8679839100562
701303322,13.86814928057
701303474,13.8743891484116
701303486,14.2793858568845
701303499,14.2053526111691
701303616,14.1861014807631
701303656,13.8735071135212
701303677,13.8735071135212
701303696,14.1253710394674
701303703,13.8735071135212
701303712,14.1253710394674
701303723,14.1253710394674
701303737,14.3955747752772
701303752,13.8735071135212
701303770,13.9693473891393
701303781,13.8735071135212
701303786,13.9693473891393
701303805,13.8735071135212
701303810,14.4547965362785
701303811,14.4547965362785
701303817,13.9693473891393
701303832,13.9693473891393
701303844,13.8822770149307
701303851,14.0945282730825
701303864,13.8735071135212
701303881,14.0945282730825
701303892,14.0795830423517
701304003,14.0795830423517
701304013,14.0795830423517
701304015,14.0795830423517
701304031,14.079546669873
701304034,14.079546669873
701304035,14.079546669873
701304042,14.079546669873
701304045,14.079546669873
701304058,14.079546669873
701304061,14.0273100342702
701304067,14.079546669873
701304069,14.0007774619685
701304072,14.079546669873
701304074,13.973897573865
701304077,14.079546669873
701304079,14.079546669873
701304098,13.9693473891393
701304105,13.9693473891393
701304116,13.9693473891393
701302583,14.8
701302713,14.4861848174835
701302770,14.5255871273824
701303354,14.5349215547265
701303389,14.5349215547265
701303410,14.5349215547265
701289476,12.8093917100761
701289488,13.7456937662205
701289490,13.8411347178512
701289496,13.8411347178512
701289500,13.8411347178512
701289511,12.6660636419772
701289529,13.8411347178512
701289542,13.8425086803965
701289543,13.8411347178512
701289545,13.8739254589754
701289552,13.8411347178512
701289553,12.5292441048436
701289571,13.8908028598207
701289577,13.8908028598207
701289623,14.0085415056704
701289624,14.0957328898984
701289629,13.9987974371522
701289635,13.9987974371522
701289641,13.9605761276536
701289647,13.9987974371522
701289652,13.9605761276536
701289675,14.203389777783
701289680,14.203389777783
701289685,14.203389777783
701289692,13.0534142832731
701289700,14.1746559764263
701289753,12.8
701289767,14.2210289397331
701289785,14.2210289397331
701289806,14.2665880815558
701295399,14.4963740662811
701295480,14.4568704918455
701295664,14.4559724173345
701295678,14.50957371559
701295734,14.4487676590485
701295740,14.5282328966942
701295781,14.4443833268152
701295866,14.5388957506303
701295976,14.53041088758
701295996,14.5502517030928
701295999,14.5527422792723
701296038,14.0729625707936
701296047,14.0729625707936
701296048,14.0729625707936
701296064,14.5535718546677
701296076,14.0729625707936
701296100,13.9794461179475
701296106,14.0729625707936
701296136,14.517505815229
701296145,14.5191226572501
701296148,14.0729625707936
701296190,14.5217348220255
701296210,14.5217348220255
701296215,14.0729625707936
701296240,14.5217348220255
701296247,13.9794461179475
701296272,13.9502151387979
701296280,14.5244126726196
701296322,14.0640493751832
701296323,14.5256782630057
701296330,14.0640493751832
701296351,14.0449604906538
701296373,14.0523653920683
701296384,14.0582983854807
701296385,14.0417751831125
701296386,14.039415884045
701296414,14.0582983854807
701296416,14.0595664548476
701296428,14.0595664548476
701296438,14.054357841606
701296439,14.0566883548779
701296444,14.054357841606
701296459,14.039415884045
701296465,14.5256782630057
701296476,14.0595664548476
701296478,14.0640493751832
701296480,14.5276492712116
701296489,14.5292167656553
701296511,14.039415884045
701296522,14.039415884045
701296547,14.0746410037404
701296590,14.0344280856673
701296628,14.1131528238755
701296707,14.5276492712116
701296730,14.0791180843519
701296739,14.5276492712116
701296745,14.5420878893846
701296752,14.2736931643377
701296761,14.5373391833036
701296781,14.2773470198001
701296824,14.0265727312491
701296840,14.28551590485
701296841,14.28551590485
701296859,14.28551590485
701296915,14.28551590485
701296930,14.0265727312491
701296940,14.28551590485
701296955,14.28551590485
701296956,14.28551590485
701296959,14.0254769926371
701296988,14.2937298808953
701296998,14.2937298808953
701297009,14.2937298808953
701297031,14.2937298808953
701297032,14.2937298808953
701297066,14.2937298808953
701297099,14.2937298808953
701297159,14.0254769926371
701297168,14.313888593037
701297229,14.0247322260119
701297231,14.1592169384202
701297234,14.126290173682
701297242,14.023983450815
701297292,14.1592169384202
701297298,14.0162430470785
701297305,14.1592169384202
701297371,14.1592169384202
701297431,13.9861241818355
701297484,14.1311233302052
701297485,14.1352865862019
701297504,14.1343415208286
701297510,13.9950906701276
701297515,13.9950906701276
701297516,14.0129365128112
701297521,14.0019538530864
701297528,14.1637451691337
701297538,14.1637451691337
701297552,13.9887967467862
701297554,13.9916004729753
701297556,14.0019538530864
701297559,14.1637451691337
701297578,14.1637451691337
701297596,14.1516479770545
701297598,13.9887967467862
701297681,13.9861241818355
701297723,14.1160463178777
701297757,14.1516479770545
701297759,14.1229741619069
701297768,14.1516479770545
701297780,14.1312757058112
701297785,14.1312757058112
701297793,14.1516479770545
701297838,14.1160463178777
701297882,14.1691554046422
701297909,14.1691554046422
701297972,14.1731985856698
701297982,14.1731985856698
701297983,14.1731985856698
701297992,14.1160463178777
701298029,14.0977917604533
701298068,14.1731985856698
701298075,14.1731985856698
701298112,14.1731985856698
701298159,14.1482118527108
701298162,14.0977917604533
701298350,14.1734984062069
701298384,14.1747007544204
701298403,14.0974496809471
701298405,14.1000321603787
701298433,14.1748833475368
701298525,14.1752915589075
701298575,14.0452818455478
701298603,14.0974496809471
701298604,14.1753423619033
701298610,14.0653096125204
701298615,14.1482118527108
701298617,14.0974496809471
701298651,14.1751557369428
701298652,14.1450170239517
701298668,14.1487323522679
701298724,14.0452818455478
701298756,14.1487323522679
701298793,14.0703699782694
701298810,14.0452818455478
701298813,14.0452818455478
701298846,14.1487323522679
701298893,14.0703699782694
701298909,14.1486142009022
701299089,14.1506429120194
701299114,14.0589217922517
701299136,14.0562531409088
701299161,14.153197879371
701299328,14.1486142009022
701299332,14.153197879371
701299380,14.144418883282
701299385,14.1518390549698
701299392,14.144418883282
701299404,14.145498595194
701299405,14.144418883282
701299507,14.1525572240874
701299509,14.0550087117152
701299525,14.1541387860079
701299545,14.0452818455478
701299558,14.0550087117152
701299572,14.1544211564118
701299634,14.1545434162492
701299671,14.1486142009022
701299696,14.1528548778002
701299722,14.1694797640621
701299735,14.170157629101
701299771,14.1707436216187
701299810,14.1707922963952
701299844,14.1485350195485
701299847,14.1486142009022
701299866,14.1393187216225
701295965,14.3278727164904
701296027,14.3208614011845
701296151,14.3177030202752
701296342,14.3147391388745
701296661,14.3111499213652
701296748,14.2973936257553
701297067,14.2801476705678
701297090,14.2413683924116
701297382,14.2398260750612
701297581,14.2191933725051
701297635,14.2191933725051
701297789,14.2164116034702
701298517,14.2164116034702
701298555,14.2079849377395
701298657,14.2079849377395
701298706,14.2027283384687
701298771,14.1940345903349
701298772,14.1917738450405
701298803,14.1914228347601
701298972,14.1914228347601
701299145,14.1914228347601
701299232,14.1914228347601
701299259,15.0644553771631
701299289,14.1667045092251
701299368,14.1710369660079
701299369,14.1667045092251
701299406,14.0800404048965
701299416,14.0226954763031
701299418,15.0644553771631
701299422,14.0625984423962
701299423,14.0309014791039
701299425,14.1105936152405
701299426,14.0309014791039
701299436,14.0128454035925
701299449,14.0186552285244
701299462,14.0800404048965
701299476,14.1443596886618
701299495,14.0226954763031
701299508,14.1105936152405
701299513,14.0186552285244
701299518,14.0800404048965
701299542,14.0186552285244
701299554,14.0226954763031
701299580,14.0226954763031
701293740,13.6
701293805,13.6276488300558
701294074,13.3739852539997
701294173,13.4125528240634
701294188,13.4592306229829
701294280,13.4846571347632
701294321,13.4846571347632
701294461,13.3260565195091
701294586,13.3293912503216
701295059,13.3293912503216
701295603,13.3531955037998
701297124,13.4125593599946
701297340,13.4627217660765
701298274,16.3844402343938
701298334,16.5791537743004
701298459,16.5819305645043
701298489,15.9931641178572
701298504,15.9931641178572
701298506,15.9924011624889
701298507,16.5832410858111
701298022,14.8423136026686
701298063,14.9873373578216
701298098,15.1206785559715
701298127,15.1032842239403
701298682,15.0991855132947
701298751,15.0629411154415
701298894,15.1
701298931,15.0492529718855
701298935,15.0427385671164
701295596,15.3204521457582
701295601,15.3073882264896
701295673,15.2323679831277
701295762,16
701295768,15.2323679831277
701295769,16
701295807,15.327752866144
701296374,15.3372301764201
701296689,15.3372301764201
701297129,15.3372301764201
701297384,15.3964864599865
701299027,13.9549989657091
701299128,13.9693518157565
701299181,13.9479043102902
701299253,13.9149067325943
701299256,13.9479043102902
701299264,13.5667899250243
701299293,13.9693518157565
701299302,13.5667899250243
701299359,13.9710564879385
701299456,13.9710564879385
701299457,14.0050332509883
701299479,13.9710564879385
701299519,14.0050332509883
701299530,14.0050332509883
701299690,13.5667899250243
701299702,13.5386355742074
701299708,13.4746291540358
701299746,13.4609043752553
701299748,13.388038020263
701299752,13.4336736861906
701299755,13.3489454668886
701299769,13.3214078837452
701299774,13.3214078837452
701299783,13.4609043752553
701300402,13.3214078837452
701300816,13.2288087196466
701301007,13.334772439
701301073,13.3
701301394,13.3
701298238,15.3
701298441,15.3
701298718,15.3448680064535
701298802,15.3448680064535
701298880,15.3448680064535
701298925,13.9486560811123
701298947,13.9486560811123
701298996,13.9098748433727
701299056,13.9486560811123
701299061,13.9098748433727
701299078,13.9098748433727
701299081,13.9486560811123
701299130,13.9629110407088
701299164,13.9486560811123
701299180,13.9486560811123
701299201,13.9629110407088
701299203,13.9486560811123
701299208,13.9486560811123
701292175,13.1691963324056
701292197,13.1691963324056
701292239,13.1691963324056
701292280,13.1691963324056
701292305,13.1710702025441
701292314,13.2039252117789
701292401,13.2107431975374
701292513,13.2107431975374
701292537,13.2107431975374
701292892,13.267273574711
701292977,13.267273574711
701293058,13.2001123726185
701293072,13.2088026466768
701293074,13.2140608945082
701293076,13.2175757570909
701293210,13.2175757570909
701293248,13.2175757570909
701293298,13.2175757570909
701293398,13.2175757570909
701293429,13.2175757570909
701293505,13.2309214745686
701293821,13.2650889100889
701293826,13.2309214745686
701293847,13.2518593078735
701293867,13.2424397979947
701293875,13.2424397979947
701293891,13.2650889100889
701293904,13.2518593078735
701293911,13.2892442218788
701293934,13.2892442218788
701293953,13.2424397979947
701293955,13.2431433646632
701293959,13.2512851138098
701293961,13.2518593078735
701293965,13.2424397979947
701293980,13.2892442218788
701294103,13.2892442218788
701294144,13.2892442218788
701294177,13.2892442218788
701294181,13.3021280943495
701294195,13.2892442218788
701294226,13.2892442218788
701294246,13.307327028585
701294319,13.307327028585
701291490,12.9600299595799
701291546,12.9600299595799
701291623,12.9959601913093
701291766,13.0424057188885
701291830,13.0424057188885
701291900,13.0424057188885
701291961,13.0424057188885
701291999,13.0995897771894
701292015,13.0995897771894
701292033,13.1055446158547
701292150,13.1461840165583
701292162,13.1461840165583
701292165,13.1571251506803
701292170,13.1586511987426
701292172,12.9
701292186,13.1505860682319
701292200,13.1505860682319
701292237,13.1505860682319
701292240,13.1220621428103
701292262,13.1220621428103
701292389,13.1220621428103
701292395,13.1397401175959
701292398,13.1238053995719
701292159,12.9
701292174,12.9076414172114
701298340,13.7503405283272
701298389,13.7503405283272
701298408,13.6219504090663
701298414,13.7503405283272
701298464,13.7503405283272
701298495,13.7833506622319
701298499,13.7503405283272
701298638,13.8344452079767
701298689,13.8344452079767
701298918,13.8344452079767
701299445,13.6188305697281
701300278,13.4511665104797
701300531,13.260858666618
701301408,13.2169656202069
701301608,13.2214892329556
701301685,13.2201192760888
701302443,13.2
701302689,13.2
701292645,13.1294221767217
701292648,13.2610647599241
701292684,13.1362818041451
701292744,13.2610647599241
701292814,12.9487869172335
701292846,13.1379844201451
701292857,13.1509057114524
701292976,13.1524971623784
701293495,13.1
701290425,13.2
701290551,13.2489721969317
701290934,13.2374928455105
701291028,13.2141818000327
701291055,13.2141818000327
701291069,13.2141818000327
701291089,13.2141818000327
701291097,13.2141818000327
701291113,13.2141818000327
701291173,13.2141818000327
701291183,13.2061199895312
701291193,13.2061199895312
701291237,13.2061199895312
701291274,13.2166036836091
701291290,13.2150575668058
701291304,13.2150575668058
701291331,13.2308379344897
701291336,13.2286290079337
701291344,13.2286290079337
701291358,13.2440962374563
701291359,13.224795081977
701291360,13.2440962374563
701291400,13.2440962374563
