"rid","us_road_density"
701289745,0.0498429251933027
701289747,0
701289753,0
701289767,1.82516810784117
701289773,0.271544569371608
701289775,0.467694869048113
701289778,4.22033513113287
701289780,3.14564736453322
701289782,1.09496613112694
701289785,1.82516810784117
701289786,5.1864121072021
701289789,0
701289793,0
701289794,0
701289795,1.31858695075312
701289797,4.22033513113287
701289804,1.41684789594432
701289806,1.9197243365492
701289808,0
701289815,0
701289819,0
701289822,1.22992286477038
701289826,0
701289827,0.287486741950902
701289828,0
701289831,12.4871000558665
701289832,1.37730842052545
701289841,0
701289843,0.287486741950902
701289848,1.88962717526225
701289853,3.21049312303058
701289855,1.88962717526225
701289858,0
701289861,1.88962717526225
701289867,0.0255023532033863
701289869,1.85852551701242
701289870,0.282047801208375
701289872,1.37775593888584
701289876,0.360043473049813
701289878,1.71682542966549
701289886,4.22033513113287
701289888,0.360043473049813
701289894,3.8650164213649
701289897,0.360043473049813
701289904,1.71682542966549
701289908,3.14806752510252
701289913,3.09261845297091
701289920,3.09261845297091
701289925,2.80514411258986
701289928,0
701289934,3.09261845297091
701289937,3.8650164213649
701289938,0
701289943,1.71682542966549
701289945,0.0561772145792107
701289946,2.24087707070944
701289950,2.80514411258986
701289954,3.8650164213649
701289955,2.80514411258986
701289957,2.92112214175566
701289958,2.80514411258986
701289963,2.80514411258986
701289964,2.80514411258986
701289967,1.16880934574167
701289969,1.14828028310263
701289971,2.80514411258986
701289974,2.80514411258986
701289975,2.80514411258986
701289976,2.80514411258986
701289978,2.80514411258986
701289988,2.03340803863881
701289996,2.03340803863881
701289999,0
701290002,0.360043473049813
701290004,1.02046823578226
701290007,1.67584489223878
701290015,2.96982561041636
701290017,10.2631852639962
701290024,3.00709038997603
701290027,3.00709038997603
701290028,1.67584489223878
701290030,0.395534234993549
701290032,3.00709038997603
701290035,3.00709038997603
701290039,3.33182832676178
701290041,3.33182832676178
701290046,1.67292314793133
701290049,2.98918441758796
701290052,0.522281076264767
701290056,0.453199990157297
701290058,1.2304872711032
701290062,1.66762772634417
701290063,0.56020223519091
701290065,0
701290067,2.14437558307115
701290069,0.512796011267631
701290071,2.99648258340276
701290075,3.00709038997603
701290077,2.99648258340276
701290079,0.395534234993549
701290087,0
701290092,3.00709038997603
701290098,0
701290100,0
701290101,3.33182832676178
701290102,5.0124626522136
701290103,1.66566447439285
701290109,1.65232782450681
701290113,0
701290115,0
701290117,0.56020223519091
701290121,47087.0232112105
701290122,0
701290124,1.65558658092497
701290126,0.240207100310104
701290127,2.03340803863881
701290129,0.861935089029612
701290130,0
701290132,0.502941782716189
701290136,0
701290138,0.502941782716189
701290139,0
701290140,0
701290150,0.861935089029612
701290166,1.65487806729527
701290167,0.861935089029612
701290169,0.861935089029612
701290171,0.502941782716189
701290174,0.861935089029612
701290178,0.861935089029612
701290183,36.4006955743732
701290190,36.4006955743732
701290200,1.65472546862915
701290209,3.64992655704407
701290212,36.4006955743732
701290215,0.861935089029612
701290218,2.8506971096697
701290219,0.502941782716189
701290221,1.65324357275279
701290225,3.00709038997603
701290227,1.42079494460991
701290228,36.4006955743732
701290231,3.62151266878073
701290233,3.00709038997603
701290235,1.54728305775481
701290240,36.4006955743732
701290248,1.42079494460991
701290250,1.54728305775481
701290256,1.42079494460991
701290261,0
701290265,47087.0232112105
701290268,36.4006955743732
701290272,3.72480836359912
701290280,0
701290282,3.94466101631082
701290287,0
701290289,1.8782089107653
701290291,1.53905301721084
701290292,0
701290293,0
701290296,1.40393318904294
701290298,2.8506971096697
701290301,0
701290304,3.00709038997603
701290307,0
701290308,1.41951271894614
701290310,1.42079494460991
701290311,5.90230015775159
701290317,0
701290323,0
701290326,0
701290327,0
701290328,0
701290330,7.81680637254479
701290331,3.57036204761526
701290332,0
701290334,0
701290340,1.53569427121124
701290344,0
701290347,0
701290354,3.62151266878073
701290356,4.28386562529142
701290357,2.58315795793169
701290359,0.171046129853806
701290366,2.81996798065616
701290369,5.54512687210534
701290374,3.9724939995731
701290375,16.0535520646923
701290376,2.81158227065929
701290377,3.19326594886183
701290384,3.60312348953752
701290385,3.00709038997603
701290387,2.81996798065616
701290390,2.16874011060723
701290396,1.43693606690604
701290403,2.58975945012536
701290404,0
701290406,2.53659791910872
701290411,0.773017809937067
701290423,1.7963956462742
701290425,2.72021301191317
701290436,2.8506971096697
701290438,0.865213432108928
701290440,5.97102561771841
701290449,2.54252290563943
701290451,30.9829545283302
701290452,2.12316408254495
701290454,2.81158227065929
701290457,0.865213432108928
701290462,5.97102561771841
701290464,30.9829545283302
701290471,2.95862275460354
701290475,0.865213432108928
701290476,2.95312922520364
701290485,2.81158227065929
701290486,0.831690752651019
701290489,23.7483155309008
701290490,2.89447408742316
701290492,38.9440092603301
701290496,0
701290499,7.52991130081659
701290506,3.35601471897426
701290513,3.36447532545222
701290515,2.54252290563943
701290518,2.81158227065929
701290520,0.724660533297202
701290522,5.18690087694752
701290531,0.284086714848273
701290535,3.36447532545222
701290541,0.284086714848273
701290542,1.53148056347947
701290544,2.58975945012536
701290545,38.9440092603301
701290549,4.41788531734554
701290551,1.84213227581584
701290555,38.9440092603301
701290557,2.86702525172189
701290560,0.284086714848273
701290563,0
701290567,38.9440092603301
701290571,6.83076245867097
701290579,2.19371418562899
701290580,3.36447532545222
701290582,1.43401330449261
701290583,3.36447532545222
701290588,0.910836473950472
701290597,3.41364499549405
701290598,1.43693606690604
701290600,3.36447532545222
701290607,2.85011612817016
701290617,0.910836473950472
701290619,1.43401330449261
701290620,1.53911594320848
701290622,2.85011612817016
701290623,3.11325124146896
701290627,0.910836473950472
701290633,0
701290635,1.53501974778831
701290637,1.50591602244572
701290640,2.85011612817016
701290647,0
701290649,0
701290652,1.43401330449261
701290654,1.50591602244572
701290656,0
701290658,1.77971183258965
701290661,1.77971183258965
701290679,2.85011612817016
701290691,1.42276691236502
701290695,2.19371418562899
701290696,0
701290703,2.01638669588636
701290706,1.64381830420273
701290710,1.40907871969908
701290711,1.52746416947343
701290728,3.1047268405177
701290734,3.90069754912098
701290738,3.90069754912098
701290740,2.19371418562899
701290755,38.9440092603301
701290757,9.28668834822085
701290758,0
701290765,0
701290767,1.52746416947343
701290771,1.40907871969908
701290784,1.65360208933629
701290785,3.1047268405177
701290787,1.42276691236502
701290789,2.78610898035335
701290791,3.10777213283239
701290793,1.89059349373507
701290795,0.844712688381876
701290799,1.89059349373507
701290802,2.06435858165842
701290804,2.86702525172189
701290808,112.787686816534
701290809,1.57154893841163
701290817,0.918591130176765
701290819,1.64381830420273
701290821,1.5086473493808
701290831,4.88533713413662
701290834,0.358058810321813
701290835,1.40907871969908
701290837,0.456740116484264
701290838,1.69736518721474
701290844,1.64381830420273
701290845,1.1819596922379
701290847,0.997199632849081
701290856,80.3907024227777
701290861,2.86702525172189
701290865,0.207419091618714
701290867,2.20190493788055
701290868,3.91468147839458
701290875,2.25798207249999
701290880,0.702428607258243
701290882,0.652767186909099
701290888,1.5086473493808
701290890,1.42276691236502
701290892,5.82896370157869
701290901,2.06435858165842
701290905,1.59257882855884
701290908,2.10840954025989
701290911,1.32881934992566
701290913,2.85011612817016
701290914,2.06435858165842
701290916,2.10840954025989
701290919,4.24238294410875
701290923,1.59257882855884
701290934,4.23012380760631
701290947,1.5882350725019
701290950,3.88355552099189
701290956,1.64381830420273
701290959,6.23261556968961
701290961,2.03030055939785
701290963,2.04566122386162
701290964,2.86702525172189
701290966,2.05743252783662
701290969,49.600160058247
701290971,3.01857645593645
701290976,1.43972953163722
701290977,3.88355552099189
701290981,1.28807662608581
701290985,5.0178863524752
701290992,10.4791268339403
701290996,0.876144628740162
701290998,2.04566122386162
701291001,1.28807662608581
701291005,17.5298407584761
701291007,1.08485070074488
701291013,1.81019812531749
701291017,3.03820124336028
701291028,3.80753924760727
701291029,1.54954733382152
701291030,0.876144628740162
701291034,2.10340734082984
701291038,1.9719643240619
701291039,1.81019812531749
701291040,8.81554534382566
701291041,1.90198849886534
701291044,1.90198849886534
701291048,1.76813063526389
701291052,0
701291054,0
701291055,3.80753924760727
701291062,0.150578657908371
701291069,3.80753924760727
701291077,1.90198849886534
701291079,2.89946680666949
701291081,1.35308138144126
701291089,3.80753924760727
701291094,7.09725765109071
701291097,3.80753924760727
701291105,1.87395783476046
701291110,0.150578657908371
701291113,3.80753924760727
701291116,4.27492559732427
701291117,0.415366954101359
701291123,2.53981978277202
701291125,0.202927465421825
701291131,3.37793842749487
701291133,3.50894802308793
701291138,1.35308138144126
701291143,1.20885483776098
701291144,0.202927465421825
701291146,271.715797591378
701291148,1.28807662608581
701291152,2.99077983090687
701291155,2.10340734082984
701291156,2.53981978277202
701291158,3.50894802308793
701291173,3.80753924760727
701291178,22.583579758138
701291181,0.150578657908371
701291183,3.1245258670204
701291193,3.1245258670204
701291195,1.35308138144126
701291196,1.5086473493808
701291198,0.150578657908371
701291199,1.50882180831761
701291200,1.28148258530616
701291207,1.85878925240892
701291208,5.9742803876143
701291212,1.49425317149197
701291217,1.60696883466244
701291219,0.47927335147431
701291225,1.28148258530616
701291229,1.28148258530616
701291230,0.47927335147431
701291236,1.35308138144126
701291237,3.1245258670204
701291239,2.11280459732098
701291247,2.27159667145504
701291251,2.85011612817016
701291253,19.584643530606
701291257,6.82203784733398
701291259,6.93229789179871
701291266,1.35469106435729
701291268,1.53024589279824
701291274,2.89086218178636
701291277,19.584643530606
701291287,1.4437986691091
701291290,3.12597859079485
701291293,0.415366954101359
701291295,16.1837988811772
701291303,1.462770378148
701291304,3.12597859079485
701291305,0.47545042155702
701291306,5.1067557491777
701291309,3.0053227643688
701291311,2.73889893472832
701291313,1.44670390927907
701291318,19.584643530606
701291329,1.34399414446978
701291331,2.85527582415629
701291335,16.1837988811772
701291336,2.90857419526748
701291344,2.90857419526748
701291347,0.47927335147431
701291348,0.829764898476872
701291352,1.41372464188707
701291354,1.4437986691091
701291356,3.47652780033871
701291358,2.28037335332918
701291359,2.47420185977473
701291360,2.28037335332918
701291363,5.1067557491777
701291365,1.35308138144126
701291368,3.56187879172902
701291384,0
701291386,3.74165724690099
701291388,1.49816685241095
701291400,2.28037335332918
701291404,1.22423237174608
701291408,2.28037335332918
701291410,3.74165724690099
701291412,19.584643530606
701291418,3.56187879172902
701291433,4.31963600475691
701291437,1.55712472935251
701291443,1.4437986691091
701291446,1.43503002880089
701291448,1.47023385532003
701291450,1.49816685241095
701291453,0
701291462,1.92553734318935
701291465,5.1067557491777
701291472,1.4437986691091
701291476,3.47652780033871
701291477,179.529361160503
701291483,1.43503002880089
701291485,1.92553734318935
701291490,1.47772639100608
701291496,19.584643530606
701291499,19.584643530606
701291504,2.32940406835757
701291507,6.73115529170841
701291510,19.584643530606
701291511,179.529361160503
701291519,2.88710092140822
701291521,3.7193717606491
701291523,2.76509103307179
701291524,1.4437986691091
701291529,1.35308138144126
701291530,0.879896455521344
701291533,3.31895692219526
701291534,1.35308138144126
701291536,5.15048558596651
701291546,1.47772639100608
701291548,1.53024589279824
701291553,1.49963492548058
701291555,1.35308138144126
701291560,4.04344220086704
701291562,8.01388058188326
701291565,2.60400475493325
701291567,17.5298407584761
701291569,1.76146876696882
701291574,6.6173049341907
701291576,1.90582147866048
701291577,1.35182000566688
701291578,0
701291579,1.4437986691091
701291588,1.76146876696882
701291593,1.35182000566688
701291595,1.6888792104463
701291599,1.39681631528263
701291600,4.86910883189506
701291602,5.67135452298795
701291604,3.46409948579677
701291607,1.65481344940558
701291608,1.60696883466244
701291610,16.1837988811772
701291612,1.65481344940558
701291614,1.90582147866048
701291617,3.14865883898008
701291620,3.14865883898008
701291623,1.34449935123015
701291625,0
701291629,8.14263932565981
701291631,1.76865199451736
701291632,2.32940406835757
701291634,2.70953362691759
701291644,0
701291646,1.65481344940558
701291648,2.04688216561247
701291650,2.93721762154458
701291654,3.16176398780525
701291661,5.21453417436404
701291662,2.59536836481888
701291666,2.85011612817016
701291668,1.92970428944373
701291673,2.30000856635047
701291675,1.03201933121571
701291683,1.55712472935251
701291693,3.01943358309448
701291694,0
701291696,4.45983509854115
701291700,1.34780858086982
701291702,0.825977648639104
701291703,178.704823591989
701291708,1.5514429187941
701291711,1.33442612196231
701291713,1.03201933121571
701291719,179.529361160503
701291722,2.51999970028042
701291723,2.45076413988769
701291725,0.345712132693356
701291727,4.31963600475691
701291728,1.90582147866048
701291730,3.46409948579677
701291732,5.1067557491777
701291734,1.76146876696882
701291735,3.61197334450701
701291737,5.39750420635468
701291739,1.51480109193277
701291743,2.30000856635047
701291745,1.46289389969289
701291747,3.0179503495501
701291751,1.79959769817211
701291754,3.61197334450701
701291766,1.76227343298417
701291767,2.05308174200227
701291769,5.06907245190679
701291787,3.43989001356338
701291795,6.6173049341907
701291801,1.6888792104463
701291805,2.3695683019475
701291810,3.43989001356338
701291814,1.02372631071794
701291816,1.47583889346473
701291819,8.27623143169346
701291821,3.74050593221006
701291828,0
701291830,1.76227343298417
701291853,0
701291855,3.54375139296469
701291856,0.95215556960422
701291874,1.82355242831822
701291879,2.30000856635047
701291880,1.92970428944373
701291881,3.43989001356338
701291883,1.61481890183466
701291885,3.13159466012354
701291886,2.48220336933629
701291887,3.17514717746985
701291897,1.1267024416621
701291899,2.74371856212769
701291900,1.76227343298417
701291905,8.4411719385381
701291907,2.56773104039188
701291909,3.17514717746985
701291910,1.81621128458514
701291911,14.1619409818975
701291918,1.88268142697665
701291919,8.4411719385381
701291923,3.01550345478368
701291925,2.49509946391959
701291931,6.2339464946791
701291939,1.92970428944373
701291940,2.33607586001046
701291942,1.03201933121571
701291949,0.879041675656511
701291961,1.76227343298417
701291963,0.879041675656511
701291971,4.39812305705708
701291978,2.30000856635047
701291980,1.83897159244605
701291983,1.90482004021709
701291989,1.89283020444908
701291995,1.26084004304642
701291997,5.08825104367129
701291999,1.56358358381408
701292004,10.03336024249
701292005,2.32165779211149
701292007,2.79754855757429
701292013,1.83820288100962
701292015,1.56358358381408
701292017,1.34502390871028
701292021,1.06996350809444
701292033,1.46686065104575
701292036,10.03336024249
701292039,4.39804617280327
701292041,0.91741818507501
701292049,1.20454759085629
701292051,1.92970428944373
701292054,10.03336024249
701292056,0.15714566905348
701292063,2.30000856635047
701292069,1.91853737407985
701292070,2.11356443398409
701292074,1.83897159244605
701292076,1.91853737407985
701292086,1.8503335373763
701292089,0
701292096,2.39565186334643
701292107,3.38610281759173
701292110,2.21913391679383
701292112,4.13452085885653
701292118,2.09179717475016
701292126,2.09179717475016
701292129,1.8424009106884
701292131,1.08846765092776
701292134,1.08846765092776
701292135,2.23888509283726
701292136,4.5713173225498
701292137,1.8424009106884
701292145,2.00131646738881
701292147,1.38447936881659
701292148,2.30000856635047
701292150,1.39805805371148
701292151,55.9057087933148
701292154,1.08846765092776
701292157,2.2572533493644
701292159,1.06874312565077
701292162,1.39805805371148
701292164,1.8424009106884
701292165,1.35482557866278
701292166,1.08846765092776
701292167,2.25704398967836
701292168,1.18123455300854
701292170,1.29314978042996
701292172,2.56380031472038
701292174,1.05467153134986
701292175,1.26449885191836
701292182,2.21618683668541
701292184,5.31472610262502
701292186,1.21821510980503
701292197,1.26449885191836
701292200,1.21821510980503
701292203,2.29508642677753
701292205,3.47652780033871
701292208,14.1619409818975
701292210,4.5713173225498
701292216,0.460338860516098
701292218,1.83820288100962
701292219,0
701292228,3.29376641012616
701292232,2.32927687606185
701292236,3.29376641012616
701292237,1.21821510980503
701292239,1.26449885191836
701292240,1.13451929277626
701292246,0.404401860378198
701292248,0
701292252,1.8503335373763
701292254,2.13308470241077
701292259,0
701292260,2.32288766269404
701292262,1.13451929277626
701292274,14.1619409818975
701292276,3.29376641012616
701292280,1.26449885191836
701292285,0
701292289,1.85145946844672
701292292,5.78421815800816
701292298,3.16577909788298
701292301,0
701292305,1.25899865120726
701292306,0
701292311,0
701292314,1.14335281004388
701292320,1.67631789876242
701292325,10.5443730128763
701292327,2.33087987479997
701292328,0
701292329,0
701292331,4.5713173225498
701292337,1.34544943187841
701292343,2544.70997687559
701292347,2.31821300701667
701292349,1.75531201210289
701292353,0
701292357,2.83416301426815
701292360,2.15307547975491
701292361,2.30858071669166
701292364,5.35241181338725
701292369,3.99520881836027
701292370,5.35241181338725
701292371,5.35241181338725
701292372,5.35241181338725
701292377,1.06996350809444
701292379,3.90359337039546
701292382,2.26393586550059
701292385,2.25219344302846
701292389,1.13451929277626
701292390,0
701292395,1.11133270582818
701292396,2.13308470241077
701292397,1.80945157783043
701292398,1.12928626731814
701292399,3.689799545388
701292401,1.12367126653824
701292417,0.0644577790603203
701292431,1.34544943187841
701292432,0.602304189772323
701292433,0
701292438,1.3556694065338
701292439,4.39812305705708
701292441,0
701292444,0.456429902189091
701292446,2.33124862761602
701292449,1.04971274301952
701292452,2.31478908852604
701292453,2.27495845751231
701292454,2.67811158465761
701292457,1.04971274301952
701292460,1.34544943187841
701292462,1.34544943187841
701292466,1.34544943187841
701292467,4.81410754243871
701292469,3.6837735304304
701292478,3.689799545388
701292482,2.02775721625093
701292502,0.602304189772323
701292504,12.4679246713386
701292513,1.12367126653824
701292514,17.6315184730985
701292518,2.30000856635047
701292521,2.17387642506033
701292523,3.13372255688737
701292535,2.30000856635047
701292537,1.12367126653824
701292540,12.4679246713386
701292552,2.67811158465761
701292560,2.67811158465761
701292561,1.27178483366343
701292565,5.78421815800816
701292572,0.436317759769205
701292574,1.80945157783043
701292579,0.0949071456416537
701292581,5.34824676534047
701292583,1.26452358955505
701292586,5.78421815800816
701292587,0.144389781775744
701292593,5.78421815800816
701292595,5.35241181338725
701292600,0.276775994650774
701292612,5.35241181338725
701292614,6.94170805052993
701292621,1.82015728182466
701292622,1.80945157783043
701292624,10.03336024249
701292626,1.19002032278612
701292630,3.689799545388
701292637,5.78421815800816
701292644,1.04638193621953
701292645,1.67142867326809
701292648,1.0254626191991
701292649,0
701292652,9.61323418527958
701292657,0.0168130899119358
701292660,0
701292664,0
701292666,0
701292668,2.14115482856053
701292671,1.02999700147216
701292676,0.900050031951017
701292681,0
701292683,2.44855457046187
701292684,1.69365340926396
701292685,9.61323418527958
701292686,10.2431518905587
701292688,4.15800773704968
701292696,5.35241181338725
701292699,5.35241181338725
701292703,2.14115482856053
701292706,3.4284380122189
701292715,4.80036043578934
701292720,0
701292722,0
701292726,2.14115482856053
701292728,1.92802203234434
701292730,5.78421815800816
701292732,4.80967702445789
701292733,1.8652025174464
701292742,0.617476593140694
701292744,1.0254626191991
701292746,47.4365711454447
701292753,2.14777535415741
701292756,5.78421815800816
701292764,2.4489028795303
701292774,4.16346802474119
701292776,0.0168130899119358
701292781,1.8424009106884
701292783,1.58561952950184
701292785,0.868259545236013
701292788,3.689799545388
701292790,0.0168130899119358
701292792,1.11160130313271
701292793,2.16735761491453
701292800,6.23453736003386
701292805,1.898273115113
701292807,1.40750180837223
701292814,1.94324079577093
701292816,0.725295398364744
701292818,0
701292821,6.23453736003386
701292822,1.4704713781679
701292828,6.23453736003386
701292841,2.14115482856053
701292844,2.23009984508818
701292846,1.73183906400682
701292857,1.73549844177306
701292858,47.4365711454447
701292860,0
701292862,0
701292865,6.23453736003386
701292869,6.23453736003386
701292872,5.53262519630731
701292879,0
701292883,2.44683223199379
701292887,6.25705838422053
701292892,1.53929928209633
701292894,6.25705838422053
701292901,0.424825643523534
701292903,0.0949071456416537
701292904,2.23009984508818
701292907,7.25989293886981
701292916,6.25705838422053
701292917,22.9371777447569
701292918,2.18313961347387
701292920,2.42967562589075
701292923,2.30975259651356
701292924,2.2990715204968
701292926,1.92511103471839
701292927,2.32394875700127
701292930,0.424825643523534
701292932,7.25989293886981
701292935,1.23196311094843
701292941,5.49057666493151
701292948,2.14115482856053
701292949,2.59309476791402
701292951,1.3556694065338
701292953,5.49057666493151
701292960,2.23009984508818
701292962,2.23009984508818
701292969,84.8518842266769
701292972,0
701292976,1.8521269084573
701292977,1.53929928209633
701292980,1.23196311094843
701292983,5.78421815800816
701292986,1.91601694203589
701292988,2.23009984508818
701292989,2.41475853195236
701292991,0
701293012,22.9371777447569
701293015,1.98907482213009
701293017,5.05422763135689
701293020,5.53262519630731
701293022,30.4887652361749
701293027,4.76258546775239
701293029,3.07380978829723
701293034,1.05655558013563
701293036,0.354664859017308
701293038,1.45912998086525
701293041,0.682796664000648
701293048,2.4218545658313
701293055,5.53262519630731
701293058,1.72467438579486
701293066,2.84591686018594
701293067,2.46131208523965
701293072,1.7133186319631
701293073,1.05655558013563
701293074,1.7089120375158
701293076,1.72871336126306
701293079,3.63175201272777
701293082,2.87411088876134
701293088,4.57757570921092
701293089,71.385329412266
701293091,2.84591686018594
701293093,0.306691225917804
701293097,2.03453515514444
701293099,2.84591686018594
701293100,0
701293102,2.53986429806408
701293103,26.6398543213498
701293106,4.21711258260175
701293108,4.74551769302685
701293116,71.385329412266
701293122,3.94584677179982
701293125,2.36507707710277
701293127,1.89246118521418
701293129,1.8634027764339
701293131,1.75022320231816
701293134,1.23196311094843
701293137,4.35088533930761
701293138,9.67056298231497
701293140,2.51118701093319
701293142,0.682796664000648
701293145,0.602304189772323
701293149,12.1972908101026
701293153,2.77816724084013
701293154,2.54959968422958
701293157,2.49083839030591
701293159,9.67056298231497
701293163,4.35088533930761
701293164,2.49083839030591
701293166,2.72735241019229
701293168,0.424825643523534
701293169,2.49083839030591
701293170,2.73602222810251
701293172,2.77816724084013
701293173,5.53262519630731
701293177,71.385329412266
701293179,2.73710489719453
701293191,5.08505170975385
701293197,2.73602222810251
701293205,26.1844676637373
701293207,3.83091926277279
701293208,3.94584677179982
701293210,1.72871336126306
701293215,5.45353415958574
701293217,2.70195354932691
701293219,3.38564909113638
701293221,7.25989293886981
701293223,3.95409188588835
701293226,2.35727749488631
701293229,5.53262519630731
701293230,5.53262519630731
701293232,2.19926490840806
701293241,2.44855457046187
701293245,4.35088533930761
701293248,1.72871336126306
701293250,1.23196311094843
701293253,5.04866428280265
701293255,22.9371777447569
701293259,3.00797641694059
701293262,6.36233255468776
701293264,1.98907482213009
701293266,3.94584677179982
701293270,3.00797641694059
701293272,6.36233255468776
701293283,3.01048273268367
701293286,1.10992380466493
701293287,5.45353415958574
701293289,3.94584677179982
701293291,1.02069338560178
701293293,0.725295398364744
701293295,3.60143662143774
701293298,1.72871336126306
701293302,5.97206594095446
701293304,12.1936563849001
701293305,0
701293306,5.39303622516034
701293307,5.31531000145832
701293310,4.35088533930761
701293323,5.45353415958574
701293326,5.31531000145832
701293328,3.94584677179982
701293332,120.3128811428
701293336,1.46637219167142
701293343,3.24093444126163
701293358,3.96832371745707
701293360,2.18591211957982
701293369,0
701293371,4.18208540667009
701293373,5.2938596036887
701293375,1.36534195432211
701293377,0.68091505543381
701293394,2.37715657101712
701293395,13.0235039651245
701293398,1.72871336126306
701293415,1.10560893977133
701293427,1.62807783379848
701293429,1.72871336126306
701293431,1.10560893977133
701293435,3.01048273268367
701293437,1.46285848475719
701293449,13.4668922288754
701293452,4.72934392827501
701293466,1.97724760211407
701293476,0
701293483,4.05057807735983
701293492,2.41218086645348
701293494,0
701293495,2.40077279657911
701293498,0.0662017388730289
701293500,1.13055390520997
701293505,1.71293920244119
